,0,1
0,765380.0,2626520.0
1,765330.0,2626520.0
2,765330.0,2626530.0
3,765310.0,2626530.0
4,765310.0,2626540.0
5,765300.0,2626540.0
6,765300.0,2626580.0
7,765290.0,2626580.0
8,765290.0,2626590.0
9,765300.0,2626590.0
10,765300.0,2626680.0
11,765290.0,2626680.0
12,765290.0,2626750.0
13,765280.0,2626750.0
14,765280.0,2626800.0
15,765270.0,2626800.0
16,765270.0,2626830.0
17,765260.0,2626830.0
18,765260.0,2626860.0
19,765250.0,2626860.0
20,765250.0,2626880.0
21,765240.0,2626880.0
22,765240.0,2626900.0
23,765230.0,2626900.0
24,765230.0,2626930.0
25,765220.0,2626930.0
26,765220.0,2626950.0
27,765210.0,2626950.0
28,765210.0,2626980.0
29,765200.0,2626980.0
30,765200.0,2627020.0
31,765190.0,2627020.0
32,765190.0,2627050.0
33,765180.0,2627050.0
34,765180.0,2627080.0
35,765170.0,2627080.0
36,765170.0,2627110.0
37,765160.0,2627110.0
38,765160.0,2627150.0
39,765150.0,2627150.0
40,765150.0,2627210.0
41,765140.0,2627210.0
42,765140.0,2627240.0
43,765130.0,2627240.0
44,765130.0,2627260.0
45,765120.0,2627260.0
46,765120.0,2627280.0
47,765110.0,2627280.0
48,765110.0,2627310.0
49,765100.0,2627310.0
50,765100.0,2627320.0
51,765090.0,2627320.0
52,765090.0,2627340.0
53,765080.0,2627340.0
54,765080.0,2627350.0
55,765070.0,2627350.0
56,765070.0,2627370.0
57,765060.0,2627370.0
58,765060.0,2627380.0
59,765050.0,2627380.0
60,765050.0,2627400.0
61,765040.0,2627400.0
62,765040.0,2627410.0
63,765030.0,2627410.0
64,765030.0,2627420.0
65,765020.0,2627420.0
66,765020.0,2627440.0
67,765010.0,2627440.0
68,765010.0,2627450.0
69,764990.0,2627450.0
70,764990.0,2627460.0
71,764970.0,2627460.0
72,764970.0,2627470.0
73,764940.0,2627470.0
74,764940.0,2627480.0
75,764920.0,2627480.0
76,764920.0,2627490.0
77,764910.0,2627490.0
78,764910.0,2627480.0
79,764900.0,2627480.0
80,764900.0,2627490.0
81,764890.0,2627490.0
82,764890.0,2627480.0
83,764850.0,2627480.0
84,764850.0,2627500.0
85,764840.0,2627500.0
86,764840.0,2627490.0
87,764800.0,2627490.0
88,764800.0,2627480.0
89,764790.0,2627480.0
90,764790.0,2627490.0
91,764750.0,2627490.0
92,764750.0,2627500.0
93,764730.0,2627500.0
94,764730.0,2627520.0
95,764710.0,2627520.0
96,764710.0,2627540.0
97,764690.0,2627540.0
98,764690.0,2627550.0
99,764690.0,2627550.0
100,764680.0,2627550.0
101,764680.0,2627560.0
102,764670.0,2627560.0
103,764670.0,2627570.0
104,764680.0,2627570.0
105,764680.0,2627610.0
106,764690.0,2627610.0
107,764690.0,2627620.0
108,764670.0,2627620.0
109,764670.0,2627630.0
110,764680.0,2627630.0
111,764680.0,2627660.0
112,764700.0,2627660.0
113,764700.0,2627710.0
114,764710.0,2627710.0
115,764710.0,2627720.0
116,764730.0,2627720.0
117,764730.0,2627750.0
118,764740.0,2627750.0
119,764740.0,2627750.0
120,764740.0,2627780.0
121,764750.0,2627780.0
122,764750.0,2627770.0
123,764760.0,2627770.0
124,764760.0,2627800.0
125,764770.0,2627800.0
126,764770.0,2627860.0
127,764780.0,2627860.0
128,764780.0,2627870.0
129,764790.0,2627870.0
130,764790.0,2627890.0
131,764800.0,2627890.0
132,764800.0,2627930.0
133,764810.0,2627930.0
134,764810.0,2627970.0
135,764830.0,2627970.0
136,764830.0,2628000.0
137,764840.0,2628000.0
138,764840.0,2628030.0
139,764860.0,2628030.0
140,764860.0,2628040.0
141,764870.0,2628040.0
142,764870.0,2628050.0
143,764900.0,2628050.0
144,764900.0,2628060.0
145,764910.0,2628060.0
146,764910.0,2628070.0
147,764920.0,2628070.0
148,764920.0,2628080.0
149,764930.0,2628080.0
150,764930.0,2628090.0
151,764940.0,2628090.0
152,764940.0,2628100.0
153,764950.0,2628100.0
154,764950.0,2628110.0
155,764960.0,2628110.0
156,764960.0,2628120.0
157,764970.0,2628120.0
158,764970.0,2628130.0
159,764980.0,2628130.0
160,764980.0,2628140.0
161,764990.0,2628140.0
162,764990.0,2628150.0
163,765000.0,2628150.0
164,765000.0,2628160.0
165,765010.0,2628160.0
166,765010.0,2628170.0
167,765020.0,2628170.0
168,765020.0,2628180.0
169,765040.0,2628180.0
170,765040.0,2628190.0
171,765050.0,2628190.0
172,765050.0,2628200.0
173,765070.0,2628200.0
174,765070.0,2628210.0
175,765080.0,2628210.0
176,765080.0,2628220.0
177,765100.0,2628220.0
178,765100.0,2628230.0
179,765110.0,2628230.0
180,765110.0,2628240.0
181,765150.0,2628240.0
182,765150.0,2628250.0
183,765170.0,2628250.0
184,765170.0,2628260.0
185,765180.0,2628260.0
186,765180.0,2628270.0
187,765190.0,2628270.0
188,765190.0,2628300.0
189,765180.0,2628300.0
190,765180.0,2628320.0
191,765170.0,2628320.0
192,765170.0,2628330.0
193,765180.0,2628330.0
194,765180.0,2628350.0
195,765200.0,2628350.0
196,765200.0,2628340.0
197,765210.0,2628340.0
198,765210.0,2628330.0
199,765230.0,2628330.0
200,765230.0,2628340.0
201,765220.0,2628340.0
202,765220.0,2628490.0
203,765230.0,2628490.0
204,765230.0,2628530.0
205,765240.0,2628530.0
206,765240.0,2628550.0
207,765250.0,2628550.0
208,765250.0,2628570.0
209,765260.0,2628570.0
210,765260.0,2628590.0
211,765270.0,2628590.0
212,765270.0,2628610.0
213,765280.0,2628610.0
214,765280.0,2628630.0
215,765290.0,2628630.0
216,765290.0,2628660.0
217,765300.0,2628660.0
218,765300.0,2628680.0
219,765310.0,2628680.0
220,765310.0,2628710.0
221,765320.0,2628710.0
222,765320.0,2628730.0
223,765330.0,2628730.0
224,765330.0,2628760.0
225,765340.0,2628760.0
226,765340.0,2628780.0
227,765350.0,2628780.0
228,765350.0,2628800.0
229,765360.0,2628800.0
230,765360.0,2628820.0
231,765370.0,2628820.0
232,765370.0,2628840.0
233,765380.0,2628840.0
234,765380.0,2628860.0
235,765390.0,2628860.0
236,765390.0,2628880.0
237,765400.0,2628880.0
238,765400.0,2628910.0
239,765410.0,2628910.0
240,765410.0,2628930.0
241,765420.0,2628930.0
242,765420.0,2628960.0
243,765430.0,2628960.0
244,765430.0,2628980.0
245,765440.0,2628980.0
246,765440.0,2629010.0
247,765450.0,2629010.0
248,765450.0,2629040.0
249,765460.0,2629040.0
250,765460.0,2629060.0
251,765470.0,2629060.0
252,765470.0,2629070.0
253,765480.0,2629070.0
254,765480.0,2629090.0
255,765490.0,2629090.0
256,765490.0,2629100.0
257,765500.0,2629100.0
258,765500.0,2629130.0
259,765510.0,2629130.0
260,765510.0,2629140.0
261,765520.0,2629140.0
262,765520.0,2629160.0
263,765530.0,2629160.0
264,765530.0,2629170.0
265,765540.0,2629170.0
266,765540.0,2629190.0
267,765550.0,2629190.0
268,765550.0,2629210.0
269,765560.0,2629210.0
270,765560.0,2629230.0
271,765570.0,2629230.0
272,765570.0,2629250.0
273,765580.0,2629250.0
274,765580.0,2629270.0
275,765590.0,2629270.0
276,765590.0,2629300.0
277,765600.0,2629300.0
278,765600.0,2629330.0
279,765610.0,2629330.0
280,765610.0,2629350.0
281,765620.0,2629350.0
282,765620.0,2629370.0
283,765630.0,2629370.0
284,765630.0,2629410.0
285,765640.0,2629410.0
286,765640.0,2629430.0
287,765650.0,2629430.0
288,765650.0,2629470.0
289,765660.0,2629470.0
290,765660.0,2629520.0
291,765670.0,2629520.0
292,765670.0,2629540.0
293,765680.0,2629540.0
294,765680.0,2629560.0
295,765690.0,2629560.0
296,765690.0,2629580.0
297,765700.0,2629580.0
298,765700.0,2629590.0
299,765710.0,2629590.0
300,765710.0,2629600.0
301,765730.0,2629600.0
302,765730.0,2629610.0
303,765740.0,2629610.0
304,765740.0,2629620.0
305,765800.0,2629620.0
306,765800.0,2629610.0
307,765820.0,2629610.0
308,765820.0,2629600.0
309,765830.0,2629600.0
310,765830.0,2629590.0
311,765850.0,2629590.0
312,765850.0,2629580.0
313,765910.0,2629580.0
314,765910.0,2629570.0
315,765920.0,2629570.0
316,765920.0,2629580.0
317,765950.0,2629580.0
318,765950.0,2629580.0
319,765950.0,2629600.0
320,765960.0,2629600.0
321,765960.0,2629590.0
322,765970.0,2629590.0
323,765970.0,2629610.0
324,765980.0,2629610.0
325,765980.0,2629620.0
326,766020.0,2629620.0
327,766020.0,2629630.0
328,766030.0,2629630.0
329,766030.0,2629640.0
330,766080.0,2629640.0
331,766080.0,2629630.0
332,766090.0,2629630.0
333,766090.0,2629630.0
334,766090.0,2629640.0
335,766110.0,2629640.0
336,766110.0,2629630.0
337,766120.0,2629630.0
338,766120.0,2629640.0
339,766130.0,2629640.0
340,766130.0,2629620.0
341,766140.0,2629620.0
342,766140.0,2629640.0
343,766160.0,2629640.0
344,766160.0,2629620.0
345,766150.0,2629620.0
346,766150.0,2629610.0
347,766160.0,2629610.0
348,766160.0,2629590.0
349,766170.0,2629590.0
350,766170.0,2629570.0
351,766180.0,2629570.0
352,766180.0,2629560.0
353,766190.0,2629560.0
354,766190.0,2629550.0
355,766180.0,2629550.0
356,766180.0,2629530.0
357,766180.0,2629530.0
358,766190.0,2629530.0
359,766190.0,2629510.0
360,766180.0,2629510.0
361,766180.0,2629480.0
362,766190.0,2629480.0
363,766190.0,2629440.0
364,766200.0,2629440.0
365,766200.0,2629420.0
366,766210.0,2629420.0
367,766210.0,2629400.0
368,766220.0,2629400.0
369,766220.0,2629390.0
370,766230.0,2629390.0
371,766230.0,2629370.0
372,766240.0,2629370.0
373,766240.0,2629350.0
374,766250.0,2629350.0
375,766250.0,2629340.0
376,766260.0,2629340.0
377,766260.0,2629330.0
378,766270.0,2629330.0
379,766270.0,2629320.0
380,766280.0,2629320.0
381,766280.0,2629310.0
382,766290.0,2629310.0
383,766290.0,2629300.0
384,766300.0,2629300.0
385,766300.0,2629290.0
386,766320.0,2629290.0
387,766320.0,2629280.0
388,766330.0,2629280.0
389,766330.0,2629270.0
390,766350.0,2629270.0
391,766350.0,2629260.0
392,766360.0,2629260.0
393,766360.0,2629250.0
394,766380.0,2629250.0
395,766380.0,2629240.0
396,766400.0,2629240.0
397,766400.0,2629230.0
398,766420.0,2629230.0
399,766420.0,2629220.0
400,766440.0,2629220.0
401,766440.0,2629210.0
402,766460.0,2629210.0
403,766460.0,2629200.0
404,766490.0,2629200.0
405,766490.0,2629190.0
406,766510.0,2629190.0
407,766510.0,2629180.0
408,766560.0,2629180.0
409,766560.0,2629170.0
410,766570.0,2629170.0
411,766570.0,2629180.0
412,766580.0,2629180.0
413,766580.0,2629170.0
414,766620.0,2629170.0
415,766620.0,2629180.0
416,766640.0,2629180.0
417,766640.0,2629170.0
418,766650.0,2629170.0
419,766650.0,2629180.0
420,766660.0,2629180.0
421,766660.0,2629170.0
422,766690.0,2629170.0
423,766690.0,2629180.0
424,766700.0,2629180.0
425,766700.0,2629170.0
426,766730.0,2629170.0
427,766730.0,2629150.0
428,766740.0,2629150.0
429,766740.0,2629160.0
430,766770.0,2629160.0
431,766770.0,2629150.0
432,766790.0,2629150.0
433,766790.0,2629160.0
434,766800.0,2629160.0
435,766800.0,2629150.0
436,766820.0,2629150.0
437,766820.0,2629140.0
438,766810.0,2629140.0
439,766810.0,2629130.0
440,766840.0,2629130.0
441,766840.0,2629120.0
442,766850.0,2629120.0
443,766850.0,2629090.0
444,766860.0,2629090.0
445,766860.0,2629100.0
446,766870.0,2629100.0
447,766870.0,2629090.0
448,766880.0,2629090.0
449,766880.0,2629080.0
450,766870.0,2629080.0
451,766870.0,2629070.0
452,766890.0,2629070.0
453,766890.0,2629050.0
454,766900.0,2629050.0
455,766900.0,2629040.0
456,766920.0,2629040.0
457,766920.0,2629020.0
458,766940.0,2629020.0
459,766940.0,2629010.0
460,766960.0,2629010.0
461,766960.0,2628990.0
462,766970.0,2628990.0
463,766970.0,2628980.0
464,766990.0,2628980.0
465,766990.0,2628990.0
466,767000.0,2628990.0
467,767000.0,2629000.0
468,767010.0,2629000.0
469,767010.0,2628990.0
470,767020.0,2628990.0
471,767020.0,2628960.0
472,767040.0,2628960.0
473,767040.0,2628970.0
474,767060.0,2628970.0
475,767060.0,2628950.0
476,767070.0,2628950.0
477,767070.0,2628960.0
478,767080.0,2628960.0
479,767080.0,2628940.0
480,767100.0,2628940.0
481,767100.0,2628930.0
482,767080.0,2628930.0
483,767080.0,2628920.0
484,767110.0,2628920.0
485,767110.0,2628900.0
486,767120.0,2628900.0
487,767120.0,2628880.0
488,767130.0,2628880.0
489,767130.0,2628890.0
490,767140.0,2628890.0
491,767140.0,2628860.0
492,767130.0,2628860.0
493,767130.0,2628850.0
494,767140.0,2628850.0
495,767140.0,2628840.0
496,767130.0,2628840.0
497,767130.0,2628830.0
498,767150.0,2628830.0
499,767150.0,2628810.0
500,767170.0,2628810.0
501,767170.0,2628820.0
502,767180.0,2628820.0
503,767180.0,2628800.0
504,767200.0,2628800.0
505,767200.0,2628790.0
506,767210.0,2628790.0
507,767210.0,2628780.0
508,767200.0,2628780.0
509,767200.0,2628750.0
510,767210.0,2628750.0
511,767210.0,2628740.0
512,767200.0,2628740.0
513,767200.0,2628730.0
514,767220.0,2628730.0
515,767220.0,2628720.0
516,767210.0,2628720.0
517,767210.0,2628710.0
518,767220.0,2628710.0
519,767220.0,2628700.0
520,767230.0,2628700.0
521,767230.0,2628680.0
522,767240.0,2628680.0
523,767240.0,2628670.0
524,767260.0,2628670.0
525,767260.0,2628640.0
526,767270.0,2628640.0
527,767270.0,2628590.0
528,767280.0,2628590.0
529,767280.0,2628580.0
530,767270.0,2628580.0
531,767270.0,2628570.0
532,767280.0,2628570.0
533,767280.0,2628530.0
534,767290.0,2628530.0
535,767290.0,2628520.0
536,767300.0,2628520.0
537,767300.0,2628480.0
538,767290.0,2628480.0
539,767290.0,2628450.0
540,767300.0,2628450.0
541,767300.0,2628430.0
542,767300.0,2628430.0
543,767310.0,2628430.0
544,767310.0,2628420.0
545,767320.0,2628420.0
546,767320.0,2628400.0
547,767340.0,2628400.0
548,767340.0,2628380.0
549,767330.0,2628380.0
550,767330.0,2628390.0
551,767310.0,2628390.0
552,767310.0,2628390.0
553,767310.0,2628370.0
554,767310.0,2628360.0
555,767310.0,2628330.0
556,767300.0,2628330.0
557,767300.0,2628320.0
558,767320.0,2628320.0
559,767320.0,2628290.0
560,767310.0,2628290.0
561,767300.0,2628290.0
562,767290.0,2628290.0
563,767290.0,2628270.0
564,767230.0,2628270.0
565,767230.0,2628280.0
566,767220.0,2628280.0
567,767220.0,2628270.0
568,767210.0,2628270.0
569,767210.0,2628260.0
570,767180.0,2628260.0
571,767180.0,2628220.0
572,767170.0,2628220.0
573,767160.0,2628220.0
574,767150.0,2628220.0
575,767150.0,2628230.0
576,767140.0,2628230.0
577,767140.0,2628240.0
578,767100.0,2628240.0
579,767100.0,2628230.0
580,767090.0,2628230.0
581,767090.0,2628220.0
582,767080.0,2628220.0
583,767080.0,2628200.0
584,767070.0,2628200.0
585,767070.0,2628170.0
586,767080.0,2628170.0
587,767080.0,2628140.0
588,767070.0,2628140.0
589,767070.0,2628130.0
590,767050.0,2628130.0
591,767050.0,2628120.0
592,767040.0,2628120.0
593,767040.0,2628100.0
594,767030.0,2628100.0
595,767030.0,2628070.0
596,767020.0,2628070.0
597,767020.0,2628060.0
598,766990.0,2628060.0
599,766990.0,2628050.0
600,766940.0,2628050.0
601,766940.0,2628060.0
602,766900.0,2628060.0
603,766900.0,2628070.0
604,766880.0,2628070.0
605,766880.0,2628060.0
606,766830.0,2628060.0
607,766830.0,2628070.0
608,766800.0,2628070.0
609,766800.0,2628060.0
610,766790.0,2628060.0
611,766790.0,2628070.0
612,766780.0,2628070.0
613,766780.0,2628080.0
614,766740.0,2628080.0
615,766740.0,2628090.0
616,766720.0,2628090.0
617,766720.0,2628080.0
618,766700.0,2628080.0
619,766700.0,2628060.0
620,766690.0,2628060.0
621,766690.0,2628050.0
622,766680.0,2628050.0
623,766680.0,2628040.0
624,766670.0,2628040.0
625,766670.0,2628020.0
626,766660.0,2628020.0
627,766660.0,2628000.0
628,766650.0,2628000.0
629,766650.0,2627990.0
630,766630.0,2627990.0
631,766630.0,2627930.0
632,766620.0,2627930.0
633,766620.0,2627920.0
634,766630.0,2627920.0
635,766630.0,2627910.0
636,766620.0,2627910.0
637,766620.0,2627900.0
638,766610.0,2627900.0
639,766610.0,2627890.0
640,766600.0,2627890.0
641,766600.0,2627900.0
642,766590.0,2627900.0
643,766590.0,2627890.0
644,766580.0,2627890.0
645,766580.0,2627920.0
646,766590.0,2627920.0
647,766590.0,2627930.0
648,766580.0,2627930.0
649,766580.0,2627960.0
650,766570.0,2627960.0
651,766570.0,2627950.0
652,766550.0,2627950.0
653,766550.0,2627960.0
654,766530.0,2627960.0
655,766530.0,2627970.0
656,766520.0,2627970.0
657,766520.0,2627950.0
658,766510.0,2627950.0
659,766510.0,2627960.0
660,766500.0,2627960.0
661,766500.0,2627940.0
662,766480.0,2627940.0
663,766480.0,2627930.0
664,766470.0,2627930.0
665,766470.0,2627920.0
666,766460.0,2627920.0
667,766460.0,2627900.0
668,766470.0,2627900.0
669,766470.0,2627880.0
670,766460.0,2627880.0
671,766460.0,2627870.0
672,766450.0,2627870.0
673,766450.0,2627840.0
674,766440.0,2627840.0
675,766440.0,2627830.0
676,766420.0,2627830.0
677,766420.0,2627840.0
678,766430.0,2627840.0
679,766430.0,2627850.0
680,766440.0,2627850.0
681,766440.0,2627880.0
682,766450.0,2627880.0
683,766450.0,2627920.0
684,766420.0,2627920.0
685,766420.0,2627930.0
686,766410.0,2627930.0
687,766410.0,2627920.0
688,766400.0,2627920.0
689,766400.0,2627940.0
690,766390.0,2627940.0
691,766390.0,2627920.0
692,766380.0,2627920.0
693,766380.0,2627950.0
694,766380.0,2627950.0
695,766350.0,2627950.0
696,766350.0,2627960.0
697,766360.0,2627960.0
698,766360.0,2627980.0
699,766370.0,2627980.0
700,766370.0,2628000.0
701,766360.0,2628000.0
702,766360.0,2628010.0
703,766350.0,2628010.0
704,766350.0,2628020.0
705,766340.0,2628020.0
706,766340.0,2628030.0
707,766330.0,2628030.0
708,766330.0,2628020.0
709,766320.0,2628020.0
710,766320.0,2628040.0
711,766300.0,2628040.0
712,766300.0,2628050.0
713,766290.0,2628050.0
714,766290.0,2628070.0
715,766280.0,2628070.0
716,766280.0,2628050.0
717,766270.0,2628050.0
718,766270.0,2628070.0
719,766260.0,2628070.0
720,766260.0,2628060.0
721,766250.0,2628060.0
722,766250.0,2628070.0
723,766240.0,2628070.0
724,766240.0,2628050.0
725,766230.0,2628050.0
726,766230.0,2628060.0
727,766220.0,2628060.0
728,766220.0,2628050.0
729,766210.0,2628050.0
730,766210.0,2628050.0
731,766210.0,2628040.0
732,766200.0,2628040.0
733,766200.0,2628000.0
734,766210.0,2628000.0
735,766210.0,2627990.0
736,766190.0,2627990.0
737,766190.0,2627980.0
738,766180.0,2627980.0
739,766180.0,2627990.0
740,766150.0,2627990.0
741,766150.0,2627990.0
742,766150.0,2627930.0
743,766170.0,2627930.0
744,766170.0,2627920.0
745,766150.0,2627920.0
746,766150.0,2627910.0
747,766130.0,2627910.0
748,766130.0,2627870.0
749,766120.0,2627870.0
750,766120.0,2627820.0
751,766140.0,2627820.0
752,766140.0,2627810.0
753,766150.0,2627810.0
754,766150.0,2627800.0
755,766190.0,2627800.0
756,766190.0,2627790.0
757,766200.0,2627790.0
758,766200.0,2627800.0
759,766210.0,2627800.0
760,766210.0,2627790.0
761,766230.0,2627790.0
762,766230.0,2627780.0
763,766280.0,2627780.0
764,766280.0,2627770.0
765,766290.0,2627770.0
766,766290.0,2627760.0
767,766350.0,2627760.0
768,766350.0,2627740.0
769,766400.0,2627740.0
770,766400.0,2627750.0
771,766410.0,2627750.0
772,766410.0,2627740.0
773,766450.0,2627740.0
774,766450.0,2627730.0
775,766460.0,2627730.0
776,766460.0,2627720.0
777,766470.0,2627720.0
778,766470.0,2627730.0
779,766490.0,2627730.0
780,766490.0,2627720.0
781,766510.0,2627720.0
782,766510.0,2627710.0
783,766520.0,2627710.0
784,766520.0,2627700.0
785,766530.0,2627700.0
786,766530.0,2627690.0
787,766550.0,2627690.0
788,766550.0,2627680.0
789,766560.0,2627680.0
790,766560.0,2627660.0
791,766550.0,2627660.0
792,766550.0,2627630.0
793,766570.0,2627630.0
794,766570.0,2627620.0
795,766550.0,2627620.0
796,766550.0,2627610.0
797,766530.0,2627610.0
798,766530.0,2627620.0
799,766480.0,2627620.0
800,766480.0,2627630.0
801,766460.0,2627630.0
802,766460.0,2627640.0
803,766420.0,2627640.0
804,766420.0,2627660.0
805,766360.0,2627660.0
806,766360.0,2627670.0
807,766320.0,2627670.0
808,766320.0,2627680.0
809,766260.0,2627680.0
810,766260.0,2627700.0
811,766170.0,2627700.0
812,766170.0,2627710.0
813,766130.0,2627710.0
814,766130.0,2627720.0
815,766120.0,2627720.0
816,766120.0,2627710.0
817,766090.0,2627710.0
818,766090.0,2627700.0
819,766070.0,2627700.0
820,766070.0,2627720.0
821,766050.0,2627720.0
822,766050.0,2627730.0
823,766030.0,2627730.0
824,766030.0,2627720.0
825,766020.0,2627720.0
826,766020.0,2627730.0
827,765990.0,2627730.0
828,765990.0,2627740.0
829,765980.0,2627740.0
830,765980.0,2627720.0
831,765970.0,2627720.0
832,765970.0,2627730.0
833,765960.0,2627730.0
834,765960.0,2627720.0
835,765940.0,2627720.0
836,765940.0,2627710.0
837,765920.0,2627710.0
838,765920.0,2627700.0
839,765910.0,2627700.0
840,765910.0,2627690.0
841,765900.0,2627690.0
842,765900.0,2627700.0
843,765890.0,2627700.0
844,765890.0,2627680.0
845,765880.0,2627680.0
846,765880.0,2627670.0
847,765870.0,2627670.0
848,765870.0,2627660.0
849,765850.0,2627660.0
850,765850.0,2627650.0
851,765840.0,2627650.0
852,765830.0,2627650.0
853,765820.0,2627650.0
854,765820.0,2627620.0
855,765810.0,2627620.0
856,765810.0,2627610.0
857,765800.0,2627610.0
858,765800.0,2627600.0
859,765790.0,2627600.0
860,765790.0,2627600.0
861,765790.0,2627590.0
862,765770.0,2627590.0
863,765770.0,2627570.0
864,765760.0,2627570.0
865,765760.0,2627560.0
866,765740.0,2627560.0
867,765740.0,2627540.0
868,765730.0,2627540.0
869,765730.0,2627530.0
870,765720.0,2627530.0
871,765720.0,2627520.0
872,765710.0,2627520.0
873,765710.0,2627500.0
874,765700.0,2627500.0
875,765700.0,2627490.0
876,765690.0,2627490.0
877,765690.0,2627470.0
878,765680.0,2627470.0
879,765680.0,2627450.0
880,765670.0,2627450.0
881,765670.0,2627430.0
882,765660.0,2627430.0
883,765660.0,2627420.0
884,765650.0,2627420.0
885,765650.0,2627400.0
886,765640.0,2627400.0
887,765640.0,2627380.0
888,765630.0,2627380.0
889,765630.0,2627370.0
890,765640.0,2627370.0
891,765640.0,2627360.0
892,765630.0,2627360.0
893,765630.0,2627330.0
894,765620.0,2627330.0
895,765620.0,2627310.0
896,765610.0,2627310.0
897,765610.0,2627280.0
898,765600.0,2627280.0
899,765600.0,2627240.0
900,765590.0,2627240.0
901,765590.0,2627250.0
902,765580.0,2627250.0
903,765580.0,2627230.0
904,765570.0,2627230.0
905,765570.0,2627220.0
906,765560.0,2627220.0
907,765560.0,2627210.0
908,765570.0,2627210.0
909,765570.0,2627190.0
910,765560.0,2627190.0
911,765560.0,2627150.0
912,765550.0,2627150.0
913,765550.0,2627120.0
914,765540.0,2627120.0
915,765540.0,2627120.0
916,765540.0,2627090.0
917,765530.0,2627090.0
918,765530.0,2627080.0
919,765510.0,2627080.0
920,765510.0,2627060.0
921,765500.0,2627060.0
922,765500.0,2627070.0
923,765490.0,2627070.0
924,765490.0,2627040.0
925,765480.0,2627040.0
926,765480.0,2627030.0
927,765470.0,2627030.0
928,765470.0,2627000.0
929,765460.0,2627000.0
930,765460.0,2626940.0
931,765450.0,2626940.0
932,765450.0,2626840.0
933,765440.0,2626840.0
934,765440.0,2626780.0
935,765430.0,2626780.0
936,765430.0,2626640.0
937,765440.0,2626640.0
938,765440.0,2626610.0
939,765450.0,2626610.0
940,765450.0,2626590.0
941,765460.0,2626590.0
942,765460.0,2626560.0
943,765470.0,2626560.0
944,765470.0,2626540.0
945,765440.0,2626540.0
946,765440.0,2626530.0
947,765380.0,2626530.0
948,765380.0,2626520.0
